news_content,news_source,news_time,news_title
" 5月7日，在波兰北部城市比得哥什，中国苏州芭蕾舞团携大型芭蕾舞剧《唐寅》亮相第26届波兰比得哥什歌剧节。《唐寅》讲述了明朝画家和诗人唐寅起起落落的人生境遇。图为苏州芭蕾舞团的演员表演芭蕾舞剧《唐寅》。新华社发 ...

								",,2019.05.09,中国苏州芭蕾舞团携大型芭蕾舞剧《唐寅》亮相第26届波兰比得哥什歌剧节
 本报讯 （记者 吴 温） 记者从国家统计局,,2019.05.09,我市首季CPI累计上涨1.8%---食品类价格由降转升作用最大
" 本报讯 （记者 刘真） 5月8日晚，2019亚冠联赛结束了小组赛第五轮的争夺。在昨晚进行的一场较量中，山东鲁能主场2比1逆转击败韩国庆南FC队，不仅打破了自己14场逢韩国球队不胜的魔咒，同时也成为本赛季亚冠首支出线的中超球队。 
上一轮亚冠... ...

								",,2019.05.09,山东鲁能险胜率先出线
" 本报讯 (记者 祁鹏娜) 讴歌新时代缉毒民警的电视剧《破冰行动》，将于5月10日登陆央视八套黄金强档。 
该剧以2013年广东省公安机关开展的“雷霆行动”真实案例为创作素材，塑造了以李飞、李维民为代表的缉毒民警群像，讴歌了公安民警忠于职守、... ...

								",,2019.05.09,电视剧《破冰行动》 将登陆央视
" 文物修复，既是一门手艺，也是一种文化传承。在河北省文物保护中心，除了拥有几十年修复经验的资深修复专家外，还有风华正茂的年轻修复师，他们也用匠心守护古人智慧，用耐心重现文物光芒，用青春担起传承责任。 
人物简介 
暴耀东，35岁，河北省文物保... ...

								",,2019.05.09,用如火青春守护古老文明
" ...跨冶河大桥主体完工，正在进行桥面系施工，为全线6月底通车奠定了基础。 
太行山高速公路",,2019.05.10,平赞高速跨冶河大桥主体完工---全线6月底通车
" 5月14日，中国科学院南京地质古生物研究所研究员王博在新闻发布会上展示内有“菊石”等动物个体的琥珀图片。当日，记者从中国科学院南京地质古生物研究所获悉，由该所研究人员领导的一个国际团队发现了一枚罕见的琥珀，其中包裹了一只史前海洋动物“菊石”... ...

								",,2019.05.15,琥珀中首现史前海洋动物
" 致6人失踪10人受伤 
5月13日，在美国阿拉斯加州凯奇坎，救援人员在码头运送伤者。据美国媒体13日报道，两架水上飞机当天在美国阿拉斯加州凯奇坎附近的乔治湾坠毁，造成6人失踪、10人受伤。伤者已被送往医院救治，其中1人情况危急、3人伤势严重... ...

								",,2019.05.15,美国两架水上飞机坠毁
" （上接第一版） 
支持具备条件的奶牛养殖场、合作社建设乳品加工厂，推动生产加工销售一体化发展。在全市农村小学生中实施营养改善计划，每个学生每天一杯奶，逐步实现全覆盖，适时出台婴幼儿、老人、贫困人口饮奶补贴办法。支持乳品企业创新营销模式，建造... ...

								",,2019.05.15,勇扛振兴民族奶业大旗
 新华社,,2019.05.15,雄安新区正式启动征迁安置工作
" 图为商场员工学习使用灭火器灭火。
 本报记者 胡雁冰 摄       
本报讯（记者 胡雁冰）5月14日，裕华消防大队到辖区怀特商业广场开展消防安全培训及应急疏散演练，提高商场员工的消防安全意识和应对突发状况的处置能力。 
上午8时30分演... ...

								",,2019.05.15,裕华消防开展商业综合体疏散演练
 ...首席记者 范玉蕾 通讯员 石会峰）记者从中国联航河北分公司获悉，该公司将于5月18日在,,2019.05.15,六大热门航线180元起---中国联航
" 本报讯 （记者 戴丽丽）“让审理者裁判，由裁判者负责”，司法实践中，如何实现有序放权和依法监督相统一？日前，市中院建成了“四类案件”监管平台，运用信息化思维和技术，破解了司法责任制改革中的难题。 
针对群体性案件、疑难复杂案件、类案冲突案件... ...

								",,2019.05.16,“四类案件”监管平台破解司法改革难题
" 这里蕴含着中国经济发展的巨大空间—— 
新型城镇化和乡村振兴同频共振，城乡融合发展释放持久动能；重大区域发展战略打通区域协调发展“经络”，各大区域板块良性互动；高水平开放联通国内国外市场…… 
今年以来，我国城乡区域空间不断拓展、结构持续优... ...

								",,2019.05.15,“融”出新机遇 “合”出新动力---——从城乡区域发展看中国经济新空间
" 5月11日，青年志愿者将亲手绘制的画册送给社区里的空巢妈妈。省会裕华区润园社区当日举行“孝老敬亲画册献给您”活动，青年志愿者将自己画的风景、花卉作品做成画册，送给社区里的空巢妈妈，为她们送去贴心的温暖。 
本报记者 董永博 摄 ...

								",,2019.05.15,我把温暖献给您
" 本报讯（记者 胡雁冰 通讯员 徐哲普 聂聪超）“太感谢咱们工作人员了，钱包里面的现金虽然不多，但各类证件对我们非常重要，为高素质的赵州桥景区售票人员点赞！”近日，北京海淀区的陈女士专门从北京寄来感谢信和锦旗，感谢拾金不昧的赵州桥景区热心员工... ...

								",,2019.05.15,赵州桥景美人更“美”---工作人员拾金不昧 北京游客寄来感谢信和锦旗致谢
" 本报记者 程丽娜 
 
高考临近，高三的学生们已进入考前冲刺阶段，不少考生家长开始想尽各种方法为孩子进补，期望着能尽量提高孩子的成绩。近日，网络上流传着这样一种说法：“补脑、健脑、提高记忆的关键是补充氨基酸”，文中还将氨基酸说成了提高记忆力... ...

								",,2019.05.15,网传“注射氨基酸能提高记忆力”---营养科医生：此举违反医学常识
" 本报讯（记者 赵元君）常言道，婆媳之间隔层纱，有话还要好好说。不久前，鹿泉区山尹村镇的一对婆媳，因为给孩子起名起了争执，一度到了水火不容的地步。得知这一情况后，派出所的民警主动上门帮助调解，成功让二人重归于好。 
韩某和儿媳妇王某住在山尹村... ...

								",,2019.05.15,婆媳因给孩子起名闹矛盾 民警上门耐心调解重和好
" 本报记者 赵元君 
 
私搭乱建拆除了，乱堆的杂物清理了，破损的路面也修复了，这几天，新华区赵陵铺路街道新苑小区的居民们走在路上都感觉神清气爽。这三个月来，街道办和居委会对小区进行了综合整治，诸多存在多年的乱象得以纠正，居民们打心底感到高兴... ...

								",,2019.05.15,小区旧貌换新颜 居民心里乐开花
" 本报记者 宋 钧 
日前，我市出台《",,2019.05.15,从严处罚供热问题企业
" 新华社北京5月10日电 （记者 魏玉坤）近期国务院召开常务会议，明确政策举措，力争今年底前基本取消全国高速公路省界收费站，便利群众出行，提高物流效率。对此，交通运输部有关负责人在10日召开的国务院政策例行吹风会上表示，为确保如期实现该目标任... ...

								",,2019.05.11,年底前基本取消高速公路省界收费站
" 孙增坦，河北省书法家协会会员，军旅书法家，河北盐山人。曾长期从事部队文化宣传工作。作品曾入选全军第四届书法作品展及多次全军性书展。 
他少年习书，精研过诸多书体，除了临习篆、隶、楷、行，对欧阳询的《九成宫》、颜真卿的《多宝塔》、柳公权的《神... ...

								",,2019.05.11,行深百丈水 韵化大文章---——孙增坦书法艺术赏析
 人民,,2019.05.11,为实现伟大梦想创造安全稳定环境---——论学习贯彻习近平总书记全国公安工作会议重要讲话精神
" 新华社西宁5月11日电 （记者 张大川 李亚光）记者从青海省海西蒙古族藏族自治州都兰县野生动物保护管理办公室获悉，5月9日20时许，该办公室工作人员与都兰县森林公安局干警在境内红水川地区联合巡护途中发现计数达6匹的豺群，这一现象实属罕见。 ... ...

								",,2019.05.12,世界濒危动物豺现身柴达木盆地
" ——军旅书画家王世成作品欣赏 
王世成，字浭阳，河北丰润人，1961年出生，1980年入伍。中国书法家协会会员，中国美术家协会会员，河北省直书法家协会理事、主席团委员。 
近年来，王世成的书画作品多次在全国、全军各大展赛上参赛并获奖，两次在... ...

								",,2019.05.11,生机盎然美而不俗
" 为深入贯彻落实市委市政府决策部署，全面提升城市建设管理水平，充分发挥“双问计”活动汇集民智、推动工作的作用，日前市“双问计”活动领导小组办公室发出通知，于5-6月份集中开展“提升建设管理水平、打造现代省会城市”专题问计活动，在推动各级各部门... ...

								",,2019.05.12,广泛征集社会各界和人民群众对“提升建设 管理水平、打造现代省会城市”的意见建议
 本报讯（河北,,2019.05.12,“冬奥就在我身边”相约冬奥河北省---苟仲文许勤出席
 本报讯（河北,,2019.05.12,河北省“冬奥就在我身边”主题系列活动 启动仪式在张家口市崇礼区举行---王东峰等出席仪式
 ...如约而至。5月11日，在北京2022冬奥会倒计时1000天之际，“冬奥就在我身边”——,,2019.05.12,“全城热练”迎冬奥
 本报讯 （记者 张静雯） 5月11日，,,2019.05.12,党员志愿服务活动如期开展
" 本报讯（记者 刘立芳 通讯员 王伟伟 李辉波）近日，记者开车驶入赵县城区，街道干净整洁，公园绿地随处可见，主次干道上一排排一行行随处可见的林荫停车场，更是为县城增添了一道亮丽的风景线。据悉，自去年以来，赵县先后投资1.02亿元，新建了23处... ...

								",,2019.05.12,23处林荫停车场缓解停车难
" 本报讯（记者 戴丽丽）近日，长安区检察院检察公益诉讼部门依法审查终结一起非法采矿破坏生态环境案件。被告人井某、卢某某等5人被提起公诉，因非法采矿破坏资源环境造成国家损失249679.3元，被依法追回，被损害的公共利益受到有效的司法保护。 
... ...

								",,2019.05.12,依法为国家挽回24万余元经济损失
" 5月11日，由栾城区城市综合管理执法大队和河北人和环境科技有限公司联合承办的“人和环境杯”环卫技能大比武在栾城区举行，来自河北省20个区（县）的环卫工人代表参加了比赛，比赛项目分为：单人区域清扫、团队果皮箱清理等5个项目，旨在提升环卫行业精... ...

								",,2019.05.12,环卫技能大比武
" 本报讯 （首席记者 靳晓磊 通讯员 黄 惠） 桥西区深入推进效能革命，切实深化行政执法体制改革。该区数据资源管理局作为深化行政执法体制改革试点，积极搭建综合执法指挥平台，并于近日将市政府公开电话接入，极大提高了办事效率。 
“市民反映大经街... ...

								",,2019.05.13,建立协商处理群众诉求快速通道---桥西区将市政府公开电话接入区综合执法平台
" 5月12日，“大桥海鸥号”起重船在吊装一孔简支钢桁梁（无人机拍摄）。当日，随着“大桥海鸥号”起重船将长80米、宽35.5米的一孔简支钢桁梁稳稳地放置到墩顶，平潭海峡公铁两用大桥全桥非通航孔钢桁梁全部架设完成，为2019年10月开始铺轨奠定了... ...

								",,2019.05.13,平潭海峡大桥架梁
" 本报讯 （记者 王 静）为促进残疾人就业创业，逐步实现全省残疾人就业创业洽谈会网络化、规范化，让残疾人享受到方便快捷的就业服务，省残联与省人社厅决定，在5月19日，举办河北省第十三届残疾人就业创业洽谈会暨第二届全省残疾人就业视频招聘会。 
... ...

								",,2019.05.15,残疾人就业创业洽谈会5月19日举办
 本报讯（记者 赵元君）由,,2019.05.14,便民服务送上门 创卫宣传入人心---“党报进社区，创卫抖起来”活动获居民点赞
" 本报讯 （首席记者 齐广君） 5月14日上午，省委常委、市委书记邢国辉主持召开市委退役军人事务工作领导小组第一次全体会议，深入学习贯彻习近平总书记关于退役军人事务工作的重要论述和党中央决策部署，认真落实省委书记王东峰在省委退役军人事务工作领... ...

								",,2019.05.15,推进退役军人管理服务工作走在前列 让广大退役军人在改革发展中建功立业---邓沛然出席会议
" 新华社北京5月20日电 （记者 侯晓晨）针对美方称美中实际上已就经贸磋商达成协议，但中方破坏了协议，外交部发言人陆慷20日表示，不知道美方所说的“协议”是什么，美方想混淆视听转嫁责任是徒劳的。 
“美方可能一直有一份自己奢望的‘协议’，但肯... ...

								",,2019.05.21,外交部：美方在经贸磋商问题上 混淆视听转嫁责任是徒劳的
" 本报记者 杜倩倩 
“这样的花样我还是第一次见，弄到咱们那儿肯定能卖火……”来自廊坊的客商王洪峰正拿着沙发巾与他的爱人交谈，店铺的工作人员热情地走过来将自己的产品特点一一作了介绍。听完详细的介绍，王洪峰立刻下了500套的订单。这是近日，记者... ...

								",,2019.05.14,“小布艺”里的“经济学”---——小堡村布艺产业发展探访
" 本报讯 （记者 王丽强）为提升中小学生生命健康意识，推进青少年红十字工作，由市红十字会搭建的公益平台“生命健康学习平台”于近日上线运行，市内12所红十字学校作为首批试点开始组织学生借助平台进行线上学习。 
“生命健康学习平台”提供防灾避险、... ...

								",,2019.05.15,生命健康学习平台上线
" 5月12日，井陉县威州镇南平望村如同过年一般热闹，第五届农民诗会正在热烈地举行，周边村的农民诗人以及省、市、县的诗词爱好者都闻讯赶来，使得这个有着600多年历史的古老村落处处洋溢着诗意。 
 本报记者 杨惠玲  
“气清更觉山川静，心远愈知... ...

								",,2019.05.14,古老村庄的蓬勃诗意
" 本报讯（记者 张晓娟） 2017年，《一条狗的使命》凭借人类与狗狗互相陪伴的戳心故事，收获6亿元票房佳绩，也让观众牢牢记住了一条叫贝利的萌犬。续作《一条狗的使命2》日前定档5月17日，这一次萌犬贝利迎来全新使命，延续感动。 
在前作《一条狗... ...

								",,2019.05.14,《一条狗的使命2》即将上映---贝利温情回归寻找新主人
" 在纸页间行走 
饱览大好河山 
阅读与旅行就像挚友一样密不可分，阅读是旅行的指引者，旅行是阅读的验证者。从不远行的阅读，就像坐井观天，感受不到世界的博大与美妙；离开了阅读的旅行，就像走马观花，看不透地域的神韵与蕴藉。 
“中国旅游日”就要到... ...

								",,2019.05.15,在纸页间行走 饱览大好河山
" 桥西区启动垃圾分类清运模式 
 本报记者 高国莉 罗 铭 通讯员 李 宁 
 
扔垃圾谁不会？可是，眼下桥西区正在开展的生活垃圾分类工作中，很多居民都要学习怎么扔垃圾，垃圾是不是分对了，垃圾筒是不是选对了。不少居民已经有意识地对自家垃圾进行... ...

								",,2019.04.01,“三分流+四分类”
" 本报讯（记者 杜倩倩 通讯员 翟 慧 郜 丰）今年以来，矿区督查办紧扣“创新督查方式、抓住督查重点、树立督查权威、取得工作实效”工作要求，聚焦群众关心的热点、难点问题，积极推行“134”工作模式，不断创新督查方式，确保全区各项工作提速提质提... ...

								",,2019.04.01,创新督查方式 提升工作效能---矿区推行“134”模式推动全区工作提速提质提效
" 3月30日，裕华区建华南街道办事处凤凰社区组织辖区党员和社区志愿者共同维护社区卫生文明，有的清理垃圾、有的擦拭护栏，共同营造干净整洁的社区环境。 
本报记者 张晓峰 摄 ...

								",,2019.04.01,创建卫生城 我们齐动手
" 又是一年清明将至。 
清明节既是祭祀扫墓的日子，又是缅怀沉思、享受春光的时节。在无限春光中，怀着虔诚的心追忆过去，带着无限希冀祈祷未来…… 
想念大山 
 尧山壁 
 
1972年《河北文艺》试刊三期，张庆田老师主要精力抓李永鸿的《红菱传》... ...

								",,2019.04.01,清明·追忆
" 本报通讯员 张广兴 李玉杰 
在效能革命和“双问计”活动中，新华区加大对上“取经”和对下“问计”力度，全力提升行政审批工作效能，念好“保、促、强”三字经，大力提升审批效率和服务水平，为办事群众提供更便捷、更优质的服务。 
保惠民促惠民强惠民... ...

								",,2019.04.01,念好行政审批“保、促、强”三字经---新华区推进效能革命和“双问计”见成效
" 白金锁 
作者（后排右一）与母亲、妹妹们的合影。 
曾经因一个闹字 
在古诗的行间 
遍植梦想 
其实，那个梦 
一直都在 
故乡的田野上珍藏 
——题记 
 
那年杏花盛开时,正是改革开放的第一个春天。思想上解除禁锢的人们，就像杏花绽放的... ...

								",,2019.04.01,那年杏花盛开时
 ...央和省委部署要求，日前，市委、市政府印发了《创建“无黑”省会平安,,2019.04.11,依法严惩 打财断血 一案三查---实施三大战役创建“无黑”省会平安
" 4月16日，以“共创.美好生活”为主题的第18届上海国际汽车工业展览会在国家会展中心（上海）拉开帷幕，共吸引来自20个国家和地区的1000余家国内外知名企业参展。图为参观者在杜卡迪摩托车展台上参观。 （新华社发） ...

								",,2019.04.17,上海国际车展启帷
" 4月16日，城固县博物馆馆长苟保平（右）在向游人介绍商兽面纹方罍。 
近日，国家一级文物商兽面纹方罍在陕西省城固县博物馆亮相，吸引众多游人前往欣赏。该罍于1976年在城固县出土。 
（本版图片均为新华社发） ...

								",,2019.04.18,国家一级文物商兽面纹方罍 亮相陕西城固
" 本报讯 （记者 祁鹏娜） 由毛卫宁执导，王焰珍编剧，陈晓、景甜、何明翰、秦杉等主演的公路悬疑爱情剧《一场遇见爱情的旅行》，将于4月20日在浙江卫视和江苏卫视开播。 
该剧讲述由一幅名画牵扯出的一桩跨国洗钱贩毒案件，白领李心月（景甜）和缉毒警... ...

								",,2019.04.09,《一场遇见爱情的旅行》定档---陈晓景甜上演欢喜冤家
 ...幸福家”公益课堂来到,,2019.04.23,做积极父母 育乐观孩子
" 本报讯 （记者 宋 钧）日前，国家统计局公布了3月份70个大中城市住宅销售价格变动情况，我市新建商品住宅价格环比上涨1.3%，同比上涨17.3%。省会楼市或将保持微涨态势。 
国家统计局发布的数据显示，3月份，我市新建商品住宅价格环比上涨1... ...

								",,2019.04.23,3月我市新建商品住宅 价格环比涨1.3%
" 本报讯 （记者 李彦水 通讯员 郭星）近日，高新区印发关于扶持工业设计企业相关政策的通知，从资金、人才等方面扶持工业设计企业发展，彰显工业设计在产业发展中的力量，助力区域经济高标准发展。 
高新区结合自身产业实际，从鼓励内需入手，由区财政每... ...

								",,2019.04.23,每年拿出1000万元 设立工业设计创新券---高新区多举措扶持工业设计企业
" 本报记者 程丽娜 
 
4月22日上午，市民邓先生向本报反映，省会和平路与广安大街交叉口西南角的公交站台和其他站台不太一样，形状呈外八字，拐角处正对着和平路南侧的非机动车道。加上该路段没有路灯，到了晚上，并不醒目的公交站台就成了潜在危险。对... ...

								",,2019.04.23,外八字公交站台咋成了拦路虎---市民希望尽快安装路灯消除隐患
" 本报讯 （记者 岳金宏） 3月14日，我市在栾城区召开农村集体产权制度改革工作推进会。会议通报了全市农村集体产权制度改革工作进展情况，栾城区、行唐县等县（市、区）相关负责同志作了典型发言。市委副书记李德进出席会议并讲话。 
 我市是全国50... ...

								",,2019.03.15,提高思想认识 加快改革进度---我市召开农村集体产权制度改革工作推进会
 本报讯 （河北,,2019.03.15,深入贯彻习近平总书记重要讲话和全国“两会” 精神 确保党中央决策部署在河北落地落实---许勤出席会议
" 本报讯（首席记者 齐广君） 3月14日，省委常委、市委书记邢国辉在裕华区调研时强调，要深入学习贯彻习近平新时代中国特色社会主义思想，牢牢把握新时代党的建设总要求，坚持和加强党的全面领导，把党的领导贯穿到经济社会发展全过程，以高质量党的建设引... ...

								",,2019.03.15,坚持和加强党的全面领导 以高质量党建引领推动高质量发展
" 本报讯（记者 岳金宏）日前，为加快发展现代都市型农业和特色高效农业，全面提升农业质量效益和竞争力，促进产业兴旺和农民增收，市农业农村局就2019年农业结构调整提出指导意见。 
 据了解，2019年我市以农业供给侧结构性改革为主线，以优化供给... ...

								",,2019.03.15,优化区域布局 调整产业结构---我市继续加大农业供给侧结构性调整
 本报讯（首席记者 范玉蕾）3月14日，,,2019.03.15,面对面交流对接 共促高质量发展---全市民营企业发展暨重点项目建设银企对接会召开
" 本报讯（记者 宋 钧）3月14日，市委常委、常务副市长李雪荣在全市清理违法用地整改工作会上要求，各级各有关部门要进一步提高政治站位，以高度的责任感和紧迫感，采取强有力措施，确保5月底实现全市清理违法用地“清仓”目标。 
 会上，裕华区、藁城... ...

								",,2019.03.15,坚决打赢清理违法用地这场硬仗
" （上接第一版）在参加代表团审议时，习近平总书记对打赢脱贫攻坚战提出一系列明确要求。 
 ——要咬定目标不放松。 
 “既不能脱离实际、拔高标准、吊高胃口，也不能虚假脱贫、降低标准、影响成色。” 
 “真正的考验是到2020年，不能敲锣打鼓宣... ...

								",,2019.03.15,上下同心再出发
" 3月18日，共青团桥西区委举行以“青春心向党建功新时代”为主题的第二十五届成人节宣誓仪式，在国旗下500余名学生紧握右拳用铿锵有力的声音许下他们的青春誓言。图为参加仪式的同学在签名墙上签名留念。 
 本报记者 
 董永博 摄 ...

								",,2019.03.19,青春心向党 建功新时代
" ...往见义勇为公园建设施工现场进行调研。 
 见义勇为公园位于我市南二环与西二环东北角，北临新",,2019.03.19,倾力打造省会一流见义勇为宣传基地品牌
" 陆冠京  
 
 我自幼爱书，常向往“人生有梦书当枕”的生活，看看那些同样爱书的古人，感觉与他们真是心意相通。 
 古人读书不易。想想也是，在印刷术和造纸术发明以前，文字都是手工抄写在竹简或者木牍上的，看的时候打开来，不看的时候用绳子捆起来... ...

								",,2019.03.06,人生有梦书当枕
" 何建明 
 
 年轻的女作家孟玉，用近一年时间的辛勤采访与调查，用作品《新中国外交人才的摇篮——中央外事学校》给我们呈现了一段鲜为人知的历史。毫无疑问，这是一部值得阅读的有意义的作品。它的价值有两方面：一是作为纪实体文本的文本价值，二是挖掘... ...

								",,2019.03.06,闪烁着历史光芒的外交摇篮
" ——卫生健康系统谋深做实便民惠民 
 全市“三深化、三提升”机关效能革命动员大会召开后，我市卫生健康系统迅速行动、周密部署，扎实推进。 
 市卫生健康委要求，全市卫生健康系统各单位要突出工作载体这个重点，确保效能革命落到实处。要以此次机关效... ...

								",,2019.03.06,深化效能革命 优化健康保障
" 市中医院技能竞赛提升服务水平  
 
 本报讯 市中医院迅速行动，在全院开展效能革命“三提三比”活动，提升保障能力，比发展水平，让群众看病就医更加放心；提升服务质量，比服务品质，让群众感受更加满意贴心；提升办事效能，比办事效率，让群众办事更... ...

								",,2019.03.06,市中医院 系列举措推动效能革命落实
" 新华社北京3月6日电 6日，中国游泳选手宁泽涛通过个人微博账号宣布退役。“不惧过往，不畏将来！告别泳池碧水，开启自己的崭新生活。”他写道。 
 宁泽涛出生于1993年3月6日，主攻短距离游泳，主项为自由泳。2014年仁川亚运会上，宁泽涛独得... ...

								",,2019.03.07,宁泽涛生日当天宣布退役
" 本报讯 2018年，市急救中心在“双问计—窗口单位群众满意度评价”活动，以问题为导向，着力破解院前急救工作中与群众利益息息相关的各类问题，对存在的问题不掩盖、不回避，盯着问题抓，逐项整改落实，院前急救服务质量和群众满意度实现了双提升。 
 ... ...

								",,2019.03.06,院前急救和群众满意双提升
" 市五院医护人员温馨周到服务患者  
 
 本报讯 全市效能革命大会后，市第五医院认真落实会议精神，结合医院实际，重点从五个方面推进效能革命，积极推进让患者就医“少跑一次”的改革举措，切实改善患者就医体验，提升医疗服务品质。 
 流程再造，让... ...

								",,2019.03.06,市五院多措并举 做好效能革命的快跑者
" 新华社北京3月6日电 近日，中共中央办公厅、国务院办公厅转发了《中央农办、农业农村部、国家发展改革委关于深入学习浙江“千村示范、万村整治”工程经验扎实推进农村人居环境整治工作的报告》，并发出通知，要求各地区各部门结合实际认真贯彻落实。 
 ... ...

								",,2019.03.07,不断谱写美丽中国建设的新篇章
" 创建群众满意妇幼保健事业 
 本报讯 2018年，市妇幼保健院紧紧围绕“为全市妇女儿童提供优质的医疗保健服务”这一目标，强化业务管理、深化服务内涵、提升工作效能，群众满意度得到迅速提升。 
 打造特色学科品牌，追求“人有专长、科有特色、院有... ...

								",,2019.03.06,创建群众满意妇幼保健事业
" 本报讯 （首席记者 齐广君） 3月6日，省委常委、市委书记邢国辉在行唐县调研检查脱贫攻坚和县城建设工作时强调，要深入学习贯彻习近平新时代中国特色社会主义思想和党的十九大精神，认真践行以人民为中心的发展思想，按照省委、省政府的部署要求，强化担... ...

								",,2019.03.07,加大攻坚力度 提高脱贫质量 不断满足人民群众对美好生活的向往
" 本报讯（记者 程丽娜 通讯员 龚 贺）“平时工作节奏非常紧张，周六也能办证真是太人性化了！”捧着儿子的户口页，崔先生称赞道，每周六天工作制及时打通服务群众的“最后一公里”。 
 2月23日8时30分许，崔先生来到栾城区楼底派出所户籍室。崔先... ...

								",,2019.02.27,延长了工作时间 加深了警民鱼水情---每周六个工作日让市民称赞
" 本报讯（记者 胡雁冰）记者从市交管局获悉，深泽交警大队拟在近期增设电子监控设备，请市民注意交通标志，谨慎驾驶。 
 1、县城区域西苑街与南苑路口，禁止黄牌大货车通行； 
 2、真武路与文昌街由东向西单向行驶至向阳街，禁止车辆由西向东行驶，时... ...

								",,2019.02.27,深泽新增电子监控设备
" ...户。罚还是不罚？院头中队的民警们交出了一份满分答卷。  
 2月20日下午，赞皇县院头镇肖",,2019.02.27,违法车主家境贫困
" 本报讯（记者 程丽娜）电瓶亏电、轮胎被扎……找河北爱心救援队！在省会，河北爱心救援队早已是众多车主心中的“城市游侠”。队员们无怨无悔，不求回报奔波在救援路上，却有一些事儿让他们倍感无奈。 
 2月24日11时许，河北爱心救援队接到一位市民的... ...

								",,2019.02.27,同一辆车多次亏电 救援队反复奔忙---河北爱心救援队提醒车主及时更换蓄电池
" 本报讯（记者 戴丽丽）2月28日，市人大常委会副主任、市总工会主席安树国主持召开了市总工会十八届七次全委会议。会议认真学习贯彻全国总工会和省总工会有关会议精神，回顾总结2018年工作，研究部署全年任务。 
 2018年，市总工会和全市各级工... ...

								",,2019.03.01,市总工会召开十八届七次全委会议
" 本报记者 赵元君 
 6000元借款，就如同一面敞开的罗生门，让王先生深陷连环网贷的漩涡难以自拔，短短3个月不到，他从247个网贷APP借款，债务总额“滚”到55万，每天要还数万元！无力偿还的他，不仅每天要被催债电话轮番轰炸，而且就连家人和... ...

								",,2019.02.27,六千借款近仨月“滚”到五十五万---男子深陷连环网贷 警方表示可只归还本金如遇威胁可报警
" 城管拆除违建并督促做好防水  
 本报讯（首席记者 靳晓磊）经过8天的连续拆除作业，日前，新华区城管部门将幸福里小区一居民楼楼顶违建彻底拆除，拆除面积约500平方米。截至2月24日，违建拆除物清运工作已全部完成。 
 幸福里小区位于钟旺路1... ...

								",,2019.02.27,物业为解决楼顶漏水私建棚亭
" 2月26日，省会58路车队的公交志愿者举行主题为“蓝天碧水、你我同行、低碳生活我先行”环保志愿活动。志愿者以放流鱼苗、发放生态宣传单、捡拾白色垃圾等形式，倡导市民低碳生活关注省会生态从点滴做起。 
 
 本报记者 董永博 摄 ...

								",,2019.02.27,蓝天碧水你我同行
 ,,2019.02.27,春光正好 策马扬鞭加油干
" 本报讯 （记者 祁鹏娜）随着春节出行高峰的落幕，旅游市场又回归一年中的淡季。不过，记者近日走访时发现，随着节后出游价格的大幅下降，错峰游迎来了最佳时机，不少游客选择在此时出游，“淡季不淡”成为趋势。 
 市民刘素萍在元宵节后启程前往柬埔寨，... ...

								",,2019.02.27,错峰游带动旅游小旺季
 ...“今年将迎来空调进村的黄金时代！”日前，在河北苏宁2019空调市场全面启动发布会上，苏宁石,,2019.02.27,商家加快布局农村空调市场
" 2月26日，长安区就业局在该区就业服务中心广场举办了以“促进转移就业 助力脱贫攻坚”为主题的春风行动专场招聘会，来自京、津、冀等地的近百家用人单位现场提供了家政、餐饮、营销等工作岗位4000多个，400多名求职者与用人单位达成了就业意向。 ... ...

								",,2019.02.27,长安区就业局举办了以“促进转移就业 助力脱贫攻坚”为主题的春风行动专场招聘会
 本报讯 （记者 刘真） 3月7日，2019年,,2019.03.08,我市48所中小学 获评体育传统学校
" 本报讯（首席记者 靳晓磊）眼下已是雨水时节，从严冬开始陆续绽放的蜡梅，正进入盛花期。不用远行，几座公园内正飘荡着浓郁的芬芳，趁着天气渐暖，不妨来感受一番这城市中少见的冷艳芬芳。 
 2月25日，记者在石门公园内的留趣园看到，东墙外小山坡南侧... ...

								",,2019.02.28,悄然绽放暗香浮动---省会蜡梅进入盛花期
" 2月27日，省会高新区太行嘉苑社区党支部和郝家营村、南庄村、小西帐村的党支部一起，召集全体党员举行“创建卫生城市共建美好家园”社区卫生治理活动。对社区里卫生死角、积存垃圾等进行清理整治，为群众营造整洁美好的生活环境，助力卫生城创建。 
 
... ...

								",,2019.02.28,创建卫生城市 共建美好家园
" 晋州爱心车友协会开展助学帮扶活动 
 
 本报讯（记者 吴 温）日前，晋州市爱心车友协会一行30余人，一大早便驱车来到了当地的东里庄镇和马于镇，看望五名贫困学生，并为他们送去了助学金、学习用品。 
 15岁的孙煜彭，今年读初三，是位品学兼优... ...

								",,2019.02.28,以爱和诚信托起明天的希望
" 本报讯（记者 赵元君）“看我这粗心劲儿，要不是你们，我这回损失可就大了！”2月26日上午，市民张先生拿着一面锦旗来到了公交10路车队。不久前，他在乘坐公交车时遗落了提包，多亏细心的司机师傅捡到才物归原主。 
 事情发生在2月23日，当天一早... ...

								",,2019.02.28,市民乘车遗落提包 细心司机完璧归赵
